Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
18592646480,"May 21, 2026, 9:17:24 AM",Afternoon Run,Run,,1999,5.00,188.0,64,false,,,activities/19699152692.fit.gz,,,1999.0,1766.0,5002.7,3.817,2.833,28.2,21.0,17.3,31.9,4.5,0.1,,,81.0,78.0,188.0,169.0,,,331.0,,,64.0,,,,,,,,,,,,,0.0,,1.0,5033.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.503,0.0,,,,4538.0,0.0,,,,2.85,,,,,,,,,,,,""
18576671387,"May 20, 2026, 1:49:26 AM",Morning Workout,Workout,,3595,0,140.0,8,false,,,activities/19682957959.fit.gz,,,3595.0,3595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,140.0,104.0,,,234.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
18567422210,"May 19, 2026, 11:47:06 AM",Evening Run,Run,Up / 600 × 4 / down,2152,4.00,192.0,32,false,,,activities/19673618323.fit.gz,,,2152.0,1336.0,4004.5,4.733,2.997,9.6,11.8,9.1,18.8,10.1,-0.1,,,89.0,78.0,192.0,159.0,,,227.0,,,32.0,,,,,,,,,,,0.0,,0.0,,1.0,4005.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.861,0.0,,,,3440.0,0.0,,,,2.998,,,,,,,,,,,,""
18541891376,"May 17, 2026, 10:16:39 AM",Evening Run,Run,,2239,6.00,179.0,65,false,,,activities/19647806996.fit.gz,,,2239.0,2193.0,6006.6,4.286,2.739,10.1,14.6,11.2,19.0,3.2,-0.1,,,82.0,79.0,179.0,164.0,,,387.0,,,65.0,,,,,,,,,,,,,0.0,,1.0,6004.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.683,0.0,,,,5702.0,0.0,,,,2.738,,,,,,,,,,,,""
18523600709,"May 16, 2026, 1:20:40 AM",Morning Workout,Workout,,2923,0,129.0,6,false,,,activities/19629262516.fit.gz,,,2923.0,2923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,129.0,98.0,,,173.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
18502117751,"May 14, 2026, 9:30:53 AM",Afternoon Run,Run,Up / 300 × 6 hills / down,2701,4.00,179.0,27,false,,,activities/19607608440.fit.gz,,,2701.0,1354.0,4000.8,4.4,2.955,47.5,47.6,25.5,37.8,18.5,0.0,,,85.0,79.0,179.0,155.0,,,232.0,,,27.0,,,,,,,,,,,0.0,,0.0,,1.0,4185.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1.481,1167.4,,,,3524.0,0.0,,,,3.092,,,,,,,,,,,,""
18485986608,"May 13, 2026, 2:36:34 AM",Morning Workout,Workout,,2815,0,149.0,6,false,,,activities/19591324248.fit.gz,,,2815.0,2815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,149.0,100.0,,,175.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
18474823745,"May 12, 2026, 9:27:58 AM",Afternoon Run,Run,,2223,5.00,177.0,56,false,,,activities/19580099979.fit.gz,,,2223.0,2093.0,5001.5,3.188,2.39,6.4,5.6,11.2,18.0,5.5,0.0,,,81.0,78.0,177.0,163.0,,,341.0,,,56.0,,,,,,,,,,,,,0.0,,1.0,5012.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,0.0,,,,5430.0,0.0,,,,2.395,,,,,,,,,,,,""
18450262713,"May 10, 2026, 10:03:41 AM",Evening Run,Run,,1313,3.00,163.0,16,false,,,activities/19555283590.fit.gz,,,1313.0,1220.0,3003.5,3.486,2.462,5.5,5.0,11.0,17.4,3.4,0.0,,,81.0,78.0,163.0,146.0,,,188.0,,,16.0,,,,,,,,,,,,,0.0,,1.0,3011.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.288,162.9,,,,3162.0,0.0,,,,2.468,,,,,,,,,,,,""
18432784275,"May 9, 2026, 1:57:38 AM",Morning Workout,Workout,,3532,0,142.0,9,false,,,activities/19537569898.fit.gz,,,3532.0,3532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,142.0,109.0,,,259.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
18412096792,"May 7, 2026, 12:19:19 PM",Evening Run,Run,Up / 600 × 4 / down,2360,5.00,194.0,55,false,,,activities/19516702748.fit.gz,,,2360.0,1725.0,5004.6,4.86,2.901,13.5,14.9,9.1,18.9,21.2,0.0,,,89.0,79.0,194.0,166.0,,,303.0,,,55.0,,,,,,,,,,,0.0,,0.0,,1.0,5016.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.121,0.0,,,,4492.0,0.0,,,,2.908,,,,,,,,,,,,""
18394051742,"May 6, 2026, 2:13:04 AM",Morning Workout,Workout,,3204,0,133.0,7,false,,,activities/19498515808.fit.gz,,,3204.0,3204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,133.0,99.0,,,190.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
18383413212,"May 5, 2026, 9:27:08 AM",Afternoon Run,Run,,2136,5.00,188.0,38,false,,,activities/19487816318.fit.gz,,,2136.0,1947.0,5004.0,3.971,2.57,4.2,6.1,11.2,18.1,3.3,0.0,,,81.0,79.0,188.0,153.0,,,307.0,,,38.0,,,,,,,,,,,,,0.0,,1.0,5007.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.343,156.5,,,,5072.0,0.0,,,,2.572,,,,,,,,,,,,""
18383412285,"May 3, 2026, 4:44:19 AM",Lunch Workout,Workout,,3686,0,134.0,9,false,,,activities/19487815522.fit.gz,,,3686.0,3686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,134.0,105.0,,,241.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
18326641651,"May 1, 2026, 1:11:14 AM",Morning Workout,Workout,,4591,0,134.0,9,false,,,activities/19430336485.fit.gz,,,4591.0,4591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,134.0,96.0,,,251.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
18262808850,"Apr 26, 2026, 9:15:34 AM",Afternoon Run,Run,,1523,4.12,183.0,43,false,,,activities/19365991501.fit.gz,,,1523.0,1473.0,4126.6,3.611,2.801,2.8,6.5,11.2,18.2,2.7,-0.1,,,80.0,78.0,183.0,165.0,,,259.0,,,43.0,,,,,,,,,,,,,0.0,,1.0,4120.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,0.0,,,,3778.0,0.0,,,,2.797,,,,,,,,,,,,""
18197966465,"Apr 21, 2026, 12:56:27 PM",Evening Run,Run,Up + ~560 × 6,2397,4.30,188.0,32,false,,,activities/19300615187.fit.gz,,,2397.0,1523.0,4300.5,4.84,2.824,27.1,27.2,11.1,14.8,22.9,0.0,,,85.0,79.0,188.0,157.0,,,244.0,,,32.0,,,,,,,,,,,0.0,,0.0,,1.0,4427.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.794,0.0,,,,3980.0,0.0,,,,2.907,,,0.0,0.0,,,,0.0,,,,""
18169881255,"Apr 19, 2026, 9:39:59 AM",Afternoon Run,Run,,3748,8.00,167.0,42,false,,,activities/19272276468.fit.gz,,,3748.0,3393.0,8006.6,3.175,2.36,21.2,21.1,10.7,18.5,3.4,0.0,,,81.0,78.0,167.0,146.0,,,492.0,,,42.0,,,,,,,,,,,,,0.0,,1.0,8028.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.136,0.0,,,,8850.0,0.0,,,,2.366,,,,,,,,,,,,""
18154571622,"Apr 18, 2026, 1:07:17 AM",Morning Workout,Workout,,3701,0,121.0,6,false,,,activities/19256776834.fit.gz,,,3701.0,3701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,121.0,90.0,,,171.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
18142444554,"Apr 17, 2026, 9:14:10 AM",Afternoon Run,Run,Up + tempo,1403,3.87,191.0,34,false,,,activities/19244550935.fit.gz,,,1403.0,1249.0,3878.1,4.362,3.105,2.8,6.8,11.2,18.7,3.1,-0.1,,,81.0,78.0,191.0,161.0,,,220.0,,,34.0,,,,,,,,,,,0.0,,0.0,,1.0,3871.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.764,0.0,,,,3218.0,0.0,,,,3.1,,,0.0,0.0,,,,0.0,,,,""
